No.,brand_name,reviewer,rating,date,content
1559,十四代,かぶかぶ,4,2020年2月22日,後味にやや癖のある酸味を感じましたが、全体的にはさすがの高木酒造(’-’*)♪  普段日本酒を飲まない同期もこれは旨い
1570,十四代,エイサー,4,2020年2月8日,その後時間をおいて飲んだところ、雑味やカドが消えさらにの見やすくなりました
1575,十四代,フルやん,5,2020年2月1日,旨いです
1582-1,十四代,パパ,4.5,2020年1月19日,店の方にこれは飲んだ方がいいと頂きました
1582-2,十四代,パパ,4.5,2020年1月19日,ほんの少しだけでしたが美味しい酒でした
1583,十四代,damecaptain,5,2020年1月19日,評価5.0というか次元が違う
1586-1,十四代,katachiim,,2020年1月14日,特別、十四代が好きな訳でも崇めている訳でもない
1586-2,十四代,katachiim,,2020年1月14日,ただ、これ以上に美味しい日本酒はあるのだろか?と思う
1587,十四代,にほしゅ,3,2020年1月14日,去年飲んだ十四代
1589,十四代,務め人苦弊死,4.5,2020年1月12日,吟撰よりも本丸の方が好き
1592,十四代,もっしもっし,5,2020年1月10日,感想は今まで飲んだ中で最高に好きなお酒でした
1607,十四代,福助,4.5,2020年1月2日,美味しいとしか覚えてない時ありますよ(^^)
1611-1,十四代,pooh,4,2020年1月1日,高木酒造  極上諸白　十四代　純米大吟醸  原材料　米、米麹  原料米　兵庫県特A地区産山田錦20%  　　　　兵庫県特A地区産愛山80%  精米歩合　麹米50% 掛米45%  アルコール　15度  仕込水　桜清水　自然湧水  酵母　自社蔵付十號   この日飲んだ他のものと比べると比較的さっぱり目
1611-2,十四代,pooh,4,2020年1月1日,たくさん飲んだ後なので愛山感とかまではしっかり感じれなかった
1612,十四代,Back6,4.5,2020年1月1日,今年も美味しいお酒の情報を楽しみにしてます&よろしくお願いします
1616,十四代,縦の皮,4.8,2019年12月31日,夏に買ったのをレマコムに入れてました
1619-1,十四代,pooh,4,2019年12月31日,保存方法などの影響もあるだろうがこの日飲んだ中では一番米感があったように感じた
1619-2,十四代,pooh,4,2019年12月31日,美味しい
1620,十四代,pooh,4,2019年12月31日,たまに酒未来を使ったお酒は見るが、やっぱり美味しい
1621,十四代,pooh,4,2019年12月30日,甘ったるいのはあまり好きではないが、十四代は甘味がかなり強いのにいつまでも飲めるのがすごい
1624,十四代,さっかりん,4,2019年12月13日,個人的にはこの味だったら朝日鷹の方が好きだけど、どっちにせよもう少し簡単に買えるようにならないかなあと…思ってしまいますねえ(*´ω｀*)
1626-1,十四代,shimatama,4.5,2019年12月2日,初投稿です♪  日本酒は、ほぼ初心者ですけど、感じたままに感想を述べたいと思います^ ^  初投稿の日本酒は長瀞で飲んだ『十四代』
1626-2,十四代,shimatama,4.5,2019年12月2日,まろやかな飲み口に、桃のような優しい甘さ、とても飲みやすくて、美味しかったです♡  フルーティなので女性にもおすすめです♪
1632,十四代,wajoryoshu,5,2019年11月25日,十四代*** 白雲去来  十四代好きとしては、出逢えて感謝、感謝の逸品
1634,十四代,高垣楓のファン,5,2019年11月24日,"十四代 秘伝玉返し 本丸(2019年11月定価購入)  本丸は初でした  本醸造とは思えない飲みやすさ  程よい甘口にスッと香る果実臭、圧倒的なコスパ(2,300円でした)  ランキング1位なのも納得です、目茶苦茶美味しい"
1635-1,十四代,takuwan,4,2019年11月22日,飲んだ最初のインパクトは「七垂二十貫」などの純米大吟醸クラスの物に比べると弱いかもしれないですが、優しい吟醸香に口の中に含むとストレスを感じさせない舌触り
1635-2,十四代,takuwan,4,2019年11月22日,もう少し手に入りやすければ評価5なんだけどなぁ、、、
1637,十四代,福助,4.5,2019年11月19日,嫌な熟成感とかは全くなく、ただただ旨さが濃厚になるのでお金と気持ちに余裕が有ればおすすめ(^^)   飲みたいのを我慢したかいはありましたが、もうやらないかなって昨年も言ってました(^^)ただ、そもそも手に入らないです
1639,十四代,さくら,3.5,2019年11月11日,この価格でこの味なら、私の好み的に飲まなくても良かった..  .8  コスパ3.3  @俺の割烹
1641,十四代,525,5,2019年11月5日,本丸は本醸造で安くて美味いから人気があるのであって、プレミア価格を出すのはバカらしい
1642,十四代,satream,5,2019年11月3日,こりゃ旨い
1648,十四代,hinahina,5,2019年11月3日,十四代の中で一番好き
1649-1,十四代,Olive,5,2019年11月2日,十四代 純米吟醸 酒未来  精米歩合50%  アルコール16°   初の家飲み十四代、友人の来訪に合わせて開栓  華やかな香り、フルーティーで甘い旨い
1649-2,十四代,Olive,5,2019年11月2日,また飲みたいけど、なかなか入手困難なのがね
1656-1,十四代,すぎちゃんの冒険,4,2019年10月21日,「なんてったって十四代」  山形・十四代・吟撰/吟醸・精米歩合50%・生詰  ・何を隠そう僕は本当はアイドル好きのミーハー野郎なんです
1656-2,十四代,すぎちゃんの冒険,4,2019年10月21日,だから僕は十四代が大好きです
1656-3,十四代,すぎちゃんの冒険,4,2019年10月21日,(なんのこっちゃ)  ・このお酒、もはやプレミア価格ばかりなのでグレードが分かりにくいが、これは吟撰という吟醸クラス
1656-4,十四代,すぎちゃんの冒険,4,2019年10月21日,・さすがに料理を引き立てるというよりは、こいつ自身が主役映えするので、食後にじっくり味わうのが好き
1659,十四代,tam,5,2019年10月19日,7月に飲んだ時のものです
1662-1,十四代,カッシー,5,2019年10月8日,旨いの最上級系
1662-2,十四代,カッシー,5,2019年10月8日,旨い、旨いやー、旨いエスト
1666-1,十四代,いなりずし.com,4.5,2019年10月5日,"十四代　本丸   アルコール分　15度  精米歩合　55%  日本酒度　+2  参考価格　一升瓶2,000円（税抜き）   70回目のレビューは十四代本丸"
1666-2,十四代,いなりずし.com,4.5,2019年10月5日,コスパ最強の日本酒はやはりコレ
1666-3,十四代,いなりずし.com,4.5,2019年10月5日,"この価格（一升瓶定価2,000円）でこの旨さは凄いの一言"
1666-4,十四代,いなりずし.com,4.5,2019年10月5日,"一合900円出すなら、正直もっと美味しいお酒はたくさんあります笑  ネットで一升瓶30,000円以上の値段がついてますが、そんな酒じゃないので、絶対に買わないように"
1666-5,十四代,いなりずし.com,4.5,2019年10月5日,新潟ではまず飲めないので、久々に飲むことができてうれしかったー(*´ー｀*)  こんな安くて美味しいお酒が、今後たくさん世の中に出回ることを期待します
1667,十四代,さくら,5,2019年10月4日,以前は☆4評価だから、飲む順番とか環境とかホント大事なんだなあ
1668,十四代,manaf0293,4,2019年9月30日,余韻は長めですが、嫌な感じはなく非常に美味しいと思います
1673,十四代,福助,5,2019年9月29日,数日で飲み切りましたが、開戦時が一番美味しいかったですね
1675,十四代,Jun,4,2019年9月26日,バランスが良いのは間違いなく旨いです
1678,十四代,oden2525,5,2019年9月25日,こちらももちろん美味しい
1679,十四代,oden2525,5,2019年9月25日,やっぱり美味しい
1685,十四代,福助,4.5,2019年9月13日,あらためて美味しいなぁって感じです(^^)この日はメニューに十四代が多数有り、愛山と飲み比べましたが、甲乙つけがたい(^^)
1686,十四代,縦の皮,4,2019年9月11日,シュワ感がしっかりあってしっかり甘くて美味しいです
1691,十四代,くろきち,5,2019年9月3日,相変わらず十四代らしく美味しいのですが、やや酸味を強く感じるテイスト
1695,十四代,フルやん,5,2019年8月30日,旨いです
1701,十四代,shika,5,2019年8月23日,一緒に飲んだ吟撰と比べると、より華やかで主張がありながら、バランスが崩れないギリギリを狙ってる感
1708-1,十四代,katachiim,,2019年8月16日,笑   酒好きとしては、ただただ酒が飲みたいし、人にも美味しいお酒を飲ませてあげたい
1708-2,十四代,katachiim,,2019年8月16日,十四代を飲みたいけど、飲んだことがない日本酒好きに本当飲ませてあげたいね
1723,十四代,吾郎丸,4.5,2019年8月4日,やっぱり美味しい>^_^<  個人的に純米では出せないアル添のスッキリとキレ感じます
1729-1,十四代,☆Shige☆,5,2019年7月29日,はぁ〜旨いなぁ♪疲れが吹っ飛びますねぇ
1729-2,十四代,☆Shige☆,5,2019年7月29日,安定の旨いです
1732,十四代,nao,4.5,2019年7月28日,十四代は美味しいけど、これはめっちゃ美味しい‼︎
1736,十四代,務め人苦弊死,4,2019年7月27日,十四代は6種類ほど飲んだ経験があるが1番香りが強かった
1742,十四代,kasumi_♂,4.5,2019年7月20日,透き通るような旨味が  グラデーションのようにキレていく  とても美味しいお酒でした
1744,十四代,かぶかぶ,4,2019年7月18日,喉奥で広がる甘味は和三盆的でもあり、でも苦味と相まって複雑系でもある(*´-`)  十四代にしてはやや余韻に切れを欠きますが、やはり美味しいお酒であることに間違いなし☆
1747-1,十四代,まつゆう,4.5,2019年7月17日,中々出会えないのと、ラインナップで一番リーズナブルな価格だったのでいただきました
1747-2,十四代,まつゆう,4.5,2019年7月17日,バランスよく、美味しいお酒でした
1749,十四代,さくら,5,2019年7月16日,美味しい〜♡
1760,十四代,nao,3.5,2019年7月1日,美味しい酒ではあるけど喉に引っかかる
1761-1,十四代,w_katsura,4,2019年6月28日,香りは林檎系で微かにという感じですが、一口含んだときにとってもフルーティで、うわっ美味しいという感じさせる、流石のインパクトでした
1761-2,十四代,w_katsura,4,2019年6月28日,久しぶりに飲んだのですが、やっぱり美味しいですね
1762,十四代,Inusuke,5,2019年6月27日,これは好き
1769,十四代,福助,4.5,2019年6月18日,凄い美味しい(^^)
1779,十四代,toshiz0,4.5,2019年5月22日,純米だけじゃ日本酒じゃねぇ…(笑)  十四代が評価される根本に、実は本丸の完成度がものすごく関わってるのかなと思いますた
1780,十四代,toshiz0,4,2019年5月22日,一方で不老泉や凱陣を愛する自分としては、  評価はそれなり
1781-1,十四代,フルやん,5,2019年5月20日,入手難易度MAXでした
1781-2,十四代,フルやん,5,2019年5月20日,旨いです
1784,十四代,Shigeki,4,2019年5月16日,やっぱり旨いとしか言いようがないですね
1785,十四代,もっしもっし,4.5,2019年5月7日,一緒に飲んだ友人は美味いけど華やか過ぎるといった感想で、自分も確かにちょっぴりくどいかな、と思いつつ、まぁ、最高でした
1789,十四代,ともがゆく,4.5,2019年5月3日,十四代 龍の落とし子  新元号ということで特別なお酒が飲みたくなったので  奮発して注文しました  スッキリして飲みやすいけどやっぱり  自分は本丸の方が好きかなぁと
1793,十四代,福助,4,2019年4月29日,十四代 中取り純米 無濾過生   買えればコスパの良い純米酒
1801-1,十四代,吾郎丸,5,2019年4月17日,【高木酒造(株)】   十四代 中取り  生詰  1800ml  2019.4詰   ¥5000位   コスパいいです
1801-2,十四代,吾郎丸,5,2019年4月17日,十四代は火入れのイメージがありますが生詰も美味しいです
1802,十四代,yama,4.5,2019年4月16日,しかしそれ故に量を飲んだら飲み疲れもするかも
1805,十四代,海老名 aokiji,3.5,2019年4月12日,個人的にですが最近の十四代は2ヶ月〜3か月程寝かせて飲んだ方が柔らかく滑らな酒質になると感じます
1811,十四代,もちもち,5,2019年4月8日,甘い、うまい、止まらない…  花のように旨いです
1814-1,十四代,ヒロぽん,4.5,2019年4月5日,でもつい最近飲んだ純米中取りに比べると若干後味が苦い
1814-2,十四代,ヒロぽん,4.5,2019年4月5日,全然美味しいんだけど値段聞くと、テンションは下がるかな
1817,十四代,525,5,2019年3月30日,うまみ、甘み、苦味のバランスがよくて、とにかく美味しい
1818-1,十四代,ともやんくん,5,2019年3月30日,十四代 純米吟醸 龍の落とし子 生詰  好みでいけば、花陽浴の方が好き
1818-2,十四代,ともやんくん,5,2019年3月30日,パイナップル大好きなので
1824-1,十四代,525,4.5,2019年3月23日,グラスで800円くらいと、良心価格
1824-2,十四代,525,4.5,2019年3月23日,十四代も本丸も好きでずっと飲みたかったんですが、なかなか飲めず、数年ぶりに飲めました
1824-3,十四代,525,4.5,2019年3月23日,普通に飲めれば飲みたいけど、プレミア価格や、探してまで飲みたい感じではないかな
1831,十四代,ヒロぽん,4.5,2019年3月4日,開栓時も頂きましたが、ゆっくりと味わうことが出来ず  改めて飲んでみるとやっぱり美味しいですね
1833,十四代,ryuutamomo,4.5,2019年2月27日,素直に美味しい
1835,十四代,☆Shige☆,5,2019年2月24日,爽やかなテイストな、この出羽燦々バージョンは思っていた通り、お米の若々しく熟成前の力強くなる前の怖いもの知らずなモンスターでしたε-(´∀｀; )  文句なしの超旨いです‼️   これにてSEASON 2 END…… TO BE CONTINUED
1837,十四代,とちいば,,2019年2月22日,十四代　本丸　生詰  スッキリとした甘さがあるがスッと抜けて後に残らない   文句なしに美味しい
1838,十四代,gengoro,5,2019年2月21日,※補足；後日、別の店で飲んだ十四代・生酒は感動がありませんでした
1846,十四代,季札,4.5,2019年2月12日,前に飲んだ十四代よりさっぱりした感じでした
1852,十四代,うずらちゃん,5,2019年2月8日,十四代だけ別格な味を想像してたけど、そうではなく、美味しい日本酒達の延長線上にいた
1854-1,十四代,すーさん,5,2019年2月4日,十四代槽垂れ   旨い
1854-2,十四代,すーさん,5,2019年2月4日,十四代っていうブランドを抜きにしても、凄い美味しい
1857,十四代,八反ラフター,4.5,2019年2月2日,初めての十四代  3ヶ月待って地元の居酒屋さんから譲り受けました  自分の引き出し開けまくって味わいます笑   今まで飲んだ酒が走馬灯の様に巡りますw  中取りだけど、これが純米酒って所ですでに次元が違う  まず米の香りが開栓からブワッときます(´∀｀)  生の微発泡が上品かつ酸を引き立てる  ほろ苦い感じが私はグレープフルーツを感じました  複雑な果実香  少し温度あがると少しメロン  熟成感はさほど感じませんが透明感と果実感のバランスが良い
1862,十四代,ゆきち,5,2019年1月20日,旨いです、やはり⭐︎⭐️⭐️⭐️⭐️です
1863,十四代,さくら,4,2019年1月19日,十四代 中取り純米吟醸 播州山田錦 4  雄町よりさっぱりめ 後半の酸が立ってる  普通に美味しいレベル
1867,十四代,ナナメ,5,2019年1月17日,外でも一回しか飲んだことないので、実質初飲みでテンション上がります⤴︎  ✧  ✧  なに、コレ
1870,十四代,Y氏,4,2019年1月14日,一杯目 抜群に美味しい 甘いが切れがすごい  みんなに小瓶で分けて持ち帰らせましたが、残合ぐらいありますのでじっくり飲みたいと思います
1875,十四代,福助,4.5,2019年1月9日,十四代 槽垂れ 角新 本生 原酒   この日は、かなり杯を重ねたためちょっと記憶が怪しいですが、立て続けに飲んだ龍の落とし子よりはこちらの方が好みだったと記憶してます(^^)
1876,十四代,ともがゆく,5,2019年1月6日,十四代 新本丸 本醸造  いやーやっぱり十四代は美味しいですねぇ
1881,十四代,Takashi Rikukawa,5,2019年1月2日,純米や純米吟醸を飲んだのは3年前
1897,十四代,Jun,4.5,2018年12月17日,旨いですね〜^_^  なかなかリピ出来ないけどリピ決定
1900-1,十四代,Takashikawa,4.5,2018年12月8日,フルーティーな旨い酒
1900-2,十四代,Takashikawa,4.5,2018年12月8日,旨い酒はたくさんありますので
1903,十四代,福助,5,2018年12月7日,十四代 龍月 斗瓶囲い純米大吟醸酒   ボーナス前に大盤振る舞いです(^^)双虹は飲んだことあるので、次はこちらとずっと飲みたかった龍月をいつものお店で頂きました
1906-1,十四代,katachiim,,2018年12月3日,雄町が好きな私としては十四代の雄町も飲んでみたいと思ってた
1906-2,十四代,katachiim,,2018年12月3日,飲んだ感想としては、雄町の香りと味がしっかりとする
1907,十四代,かーみっと,5,2018年12月3日,十四代 特別本醸造 本丸秘伝返し   原価酒蔵さんにて   華やかな甘さが口いっぱいに広がります  優しくキレて、杯が進みます   入手難度の高い酒はあんまり評価したくないのですが  この旨さだと評価せざるを得ないですね
1909,十四代,はまさん,5,2018年12月1日,これは、美味しい❗  って言うか、これを仕入れているこの日本酒バルは凄いな❕
1912,十四代,sonoryu,4.5,2018年11月27日,いつもより甘みがやや強く、キレがやや弱い感じがしますが…気のせいかも知れません(^^;  もちろん旨いです
1916,十四代,akiii,4,2018年11月19日,やっぱり最近何処の日本酒も旨いですよね（≧∇≦）
1918,十四代,F.HYM,5,2018年11月15日,丸みのある美味しい熱燗でちょっと贅沢な呑み方かなぁと
1921-1,十四代,sonoryu,4.5,2018年11月11日,『写真は一通り終了してからお願いします…』をそこそこ酔いまして全て撮り忘れて帰って来たために、お店の事前案内から拝借しておりますので、予定に無かった愛山が写っていません…   さて、私は評価【５】のお酒を探して色々なお酒を呑んでいますが、最近好みが分かって来ました
1921-2,十四代,sonoryu,4.5,2018年11月11日,酒未来も、ほとんどのお酒にある強めの酸が好きではないです
1921-3,十四代,sonoryu,4.5,2018年11月11日,美郷錦も酸があまり好きではないですが
1923,十四代,kyoco,5,2018年11月8日,いつか飲んでみたいと思っていた十四代✨  日本酒には詳しくないし、  味覚にも自信ないけど、  こんなのは初めて‼️  思わずなにこれ‼️って言ってしまった（笑）  くらい美味しい✨  幸せです(///∇︎///)
1924,十四代,ともがゆく,5,2018年11月7日,十四代 中取り純米  突然翌日の休みを与えられたため  前から気になってた居酒屋に一人で来店  前に飲んだ本丸同様ものすごく飲みやすくて  何杯でも飲めそう
1930,十四代,Kenji Iwasaki,4.5,2018年11月3日,ぶれない蔵は大好きです
1933,十四代,福助,4.5,2018年10月30日,これまで飲んだたものとはちょっと毛色が違いますが、当然美味しいです(^^)   ただ、高いです(^^)
1934-1,十四代,katachiim,,2018年10月29日,すみませんm(_ _)m  この味は私好みだけなのかもしれないけど、私はこの味のような日本酒は飲んだことがあるけど、この味の日本酒は飲んだことがない
1934-2,十四代,katachiim,,2018年10月29日,今まで飲んできた日本酒の中で1番美味しいかもな
1937,十四代,福助,5,2018年10月26日,十四代 七垂二十貫 純米大吟醸   十四代は寝かせると旨いと飲み屋の店主が言うので、昨年末購入の四号瓶を大切に保存し、今年のものと比べられるように、店主が同銘柄を仕入れたタイミングで開栓
1941,十四代,Kenji Iwasaki,5,2018年10月20日,旨いですねぇ
1944,十四代,しろねこ,4.5,2018年10月20日,あとは旨いの一言です
1946,十四代,福助,4,2018年10月15日,十四代 吟撰 生詰   一升瓶で初入手の十四代
1949,十四代,Kiyotaka  Hata,,2018年10月7日,天満の飲み放題の店で飲んだ記録
1952,十四代,たけ,5,2018年10月6日,本丸旨いですね
1953,十四代,たけ,4,2018年10月6日,十四代雄町の純米吟醸も旨い
1955,十四代,Kenji Iwasaki,5,2018年10月5日,基本的に自分で買ったお酒しか上げないとしたけど、これだけは上げたい
1956,十四代,たけ,4,2018年10月3日,十四代愛山、やっぱり旨いよねー
1958,十四代,Rieko  Takenaka,4.5,2018年9月25日,白鶴錦の飲み比べ   十四代  とってもフルーティーでさすがのお味  いつもながらまとめてきますねー(^_^)  しかしながら  作  大吟醸 はお米のコクがでて私が好きなお味  久々にヒットo(^o^)o評価５  南部美人は評価４ 美味しいけどこの二つにはまだまだかな
1962,十四代,johnny,5,2018年9月11日,上品な甘さ、旨いなぁ〜
1969-1,十四代,Koebi,4.5,2018年9月3日,十四代 超特選 純米大吟醸  旨い
1969-2,十四代,Koebi,4.5,2018年9月3日,確かに美味しい…でも他の蔵元も頑張って日本酒の質が上がっているのを再認識させられます
1970-1,十四代,福助,4.5,2018年8月31日,十四代 中取り純米吟醸 播州山田錦   口開けを頂きましたが相変わらず美味しいです(^^)綺麗な甘さで雑味を感じさせない後の引き方
1970-2,十四代,福助,4.5,2018年8月31日,酒米違いで色々と口にするチャンスがありましたが、違いを文章にできません(^^)だって、いつ飲んでも美味しいので(^^)
1971-1,十四代,☆Shige☆,5,2018年8月31日,今後ともよろしくお願い致しますε-(´∀｀; )   ストックから選んだのは、通いの望月酒店でスタンプが貯まり定価購入させていただきました‼️  兵庫県特A地区山田錦 精米35%   ではいただきますε-(´∀｀; )  開栓したらすぐさまフルーティな香りが、呑んだ瞬間出た言葉は旨い‼️全然違う
1971-2,十四代,☆Shige☆,5,2018年8月31日,本当に旨いです
1991,十四代,福助,4.5,2018年7月30日,以前に飲んだ時は、開栓後のもので若干酸味が有ったと記憶してたけど、今回はほとんど感じませんでした
1999,十四代,ミユヒロ,5,2018年7月15日,中取り純米吟醸　赤磐雄町  初めて十四代の雄町を飲んだけど、清々しい甘味がして最高に上手い
2000,十四代,さくら,4,2018年7月14日,十四代本丸  4   多分私今日調子悪い  丸くて美味しいと思っていた本丸でさえ酸味を感じる
2001-1,十四代,さくら,3.5,2018年7月14日,十四代 中取り純米吟醸 播州愛山  3.8  十四代にしては酸味が立ってる感じ  アタック酸味で余韻に旨味 飲み進めるとうまくなる  これ前回もそんな評価だったね
2001-2,十四代,さくら,3.5,2018年7月14日,再会してももう飲まなくてもいいかな、で評価を下げました
2006,十四代,Takashi Rikukawa,5,2018年7月12日,十四代 純米吟醸 酒未来  一人十四代飲みの会3杯目   龍月、双虹を飲んだ後で、  放心していたため、あまり覚えていない（´-`）.｡oO
2009,十四代,GOkutanMom,5,2018年7月11日,まさに極上の美味しいお水
2016,十四代,Kazuki Kamanaka,4.5,2018年7月6日,流石十四代飲みやすく美味しい
2017,十四代,inakakachu,4.5,2018年7月4日,価格もリーズナブルでここまで美味いとは、幸せな時間を過ごさせてもらった
2021,十四代,HIR023,4,2018年6月25日,純米酒じゃないけど癖がなくて美味しい
2022,十四代,さすらいのうぶちゃん,5,2018年6月25日,なかなか頂くことの出来ない最高級の日本酒で、鮎と伝説の海老しんじょに合わせて飲んだ最高のお酒は格別でした
2028-1,十四代,katachiim,,2018年6月15日,十四代が美味くないんじゃなく、十四代並みに美味しい酒が増えたんだと思う
2028-2,十四代,katachiim,,2018年6月15日,十四代のラベルを隠して飲んだ時に、これがランキング1位の酒と当てる自信は私はありません
2033,十四代,Rieko  Takenaka,5,2018年5月29日,十四代のみくらべをしてみました＼(^^)／  思いきって三本開けてしまいました❗  雄町 本丸 龍の落とし子  どれも美味しいです  このコスパでここまでの味をだせるからこそプレミヤなのはわかりました❗  お客様もとっても豪華な飲み比べると大変喜んでくれたので私的にも満足
2038-1,十四代,akiii,4,2018年5月16日,十四代以外にも旨い酒は沢山ある
2038-2,十四代,akiii,4,2018年5月16日,旨いは旨いですけど(^-^;
2039,十四代,YZA,5,2018年5月15日,"購入価格3,240円次買えるのはいつかなー、次は少し冷蔵庫で奉りたいですね"
2041,十四代,ぴぴ,5,2018年5月10日,十四代　龍の落とし子  飲んだ瞬間、衝撃が走りました
2050-1,十四代,HIR023,4.5,2018年5月1日,十四代　白鶴錦　純米吟醸  新潟旅行で微妙にわからなくなりつつあった美味しい日本酒の基準を思い出すため十四代と田酒を飲みに桜木町へ
2050-2,十四代,HIR023,4.5,2018年5月1日,やっぱり美味しいお酒でした
2058,十四代,福助,4.5,2018年4月29日,やっぱり美味しいですね(^^)   この日は他に飛露喜の純米吟醸愛山とくどき上手の大吟醸を頂きましたが、話が盛り上がって写真、味ともに失念(^^)勿体ないことしちゃった
2062,十四代,mina sake,5,2018年4月22日,香りは無くなってましたが、味は損なわれず  トロっとした滑らかさあり、酸味と甘みと辛味とバランス良く、やっぱ美味しい
2065,十四代,Kazuki Kamanaka,5,2018年4月18日,本当に美味しい
2074-1,十四代,SHIMAO,4.5,2018年4月4日,旨い
2074-2,十四代,SHIMAO,4.5,2018年4月4日,本日5杯目でだいぶ酒も回り、酒の味も皆一緒に感じてくるであろう頃合いだが、それでも旨いと言わざるを得ない
2078,十四代,さくら,5,2018年3月29日,十四代本丸   旨くないわけないじゃん‼︎  この子はさっと飲むんじゃなくての中で広げた方が美味しい  甘旨ジューシーのバランスが最高
2082,十四代,らら,4.5,2018年3月26日,素直に美味しいと感じるのお酒で、日本酒が分からなくなったら戻ってくるようなお酒です
2087-1,十四代,まぉ,4,2018年3月12日,十四代が1番美味いから飲みたいとかではなく、飲むと日本酒って美味しいと再確認させてくれる存在
2087-2,十四代,まぉ,4,2018年3月12日,自分に合わないものを飲んだあとに飲むように、自分のルーティンにしてる
2088,十四代,みえ,4.5,2018年3月12日,十四代  角新 純米吟醸   出羽燦々 生酒  美味しいの一言です  o(*º▽º*)o♪♪♪
2089,十四代,Takashi Rikukawa,5,2018年3月12日,やっぱり旨い、十四代
2092,十四代,Y氏,5,2018年3月8日,本丸  なんだよコレ  むかし何度か呑んだけど、、、日本酒を好きになってから…   改めて       なんだよコレ
2093-1,十四代,Yuuki Ito,4,2018年3月7日,人生初めて十四代を飲んだとき
2093-2,十四代,Yuuki Ito,4,2018年3月7日,初めて飲んだときなので興奮してよく覚えてませんが（笑）  山形のお酒はハズレがないので
2102,十四代,さくら,5,2018年2月15日,今日のお酒はみんな5評価になっちゃうな   1合￥1800
2124,十四代,mantai360,5,2018年1月9日,おれは好きだけど、強くない分呑みやすいのは当然なので、物足りないと感じるかもしれない
2128-1,十四代,mantai360,5,2018年1月3日,入りがさわやかな軽さなのに、お酒に棘がなく旨い
2128-2,十四代,mantai360,5,2018年1月3日,とにかく旨い
2149,十四代,さくら,4,2017年12月18日,十四代 純米中取り無濾過  純米吟醸愛山を少し濃くした感じ  やはり半合1580円も出さなくても…で、ネームバリューで評価は4だけど、値段を入れたら3
2150,十四代,さくら,4,2017年12月18日,味とネームバリューで評価は4だけど、値段を入れたら3
2157,十四代,mantai360,5,2017年12月17日,すごく綺麗で、呑んでから余韻がしっかりを味わえて、ガツガツ呑むより、ゆっくり呑んでも味が中々逃げない分、  本丸が好きにはほんの少し物足りないとは思います
2163,十四代,wilier,4.5,2017年11月27日,冷から常温になるまでゆっくり飲んだが、最後まで旨いと思えたお酒でした
2167,十四代,mantai360,5,2017年11月23日,それだと分かりづらいんで、ちょっと卑猥な表現になるんですが、男性が、とある女性に一目惚れしたとすると   通常なら   連絡先聞いて、食事誘って、デートして、付き合って、肉体関係になる、結婚する※人によっては違う場合あり※  の段取りがあるとして   龍月の場合 その煩わしさが取っ払われてて   惚れる→目を閉じる→気づいたらベッドインしている   これぐらい煩わしさが一切なくイキナリ旨い
2168,十四代,wilier,4.5,2017年11月22日,初めて十四代を飲んだが、いや〜美味しい( ☆∀☆) 香りは穏やかながらフルーティーで、飲み口は軽く、甘過ぎることなく、スル②飲みすぎてしまいそうなお酒
2183,十四代,pokota,4,2017年10月12日,プレミアム価格は嫌な私でしたが、やはり名前が名前だけに飲んじゃいました
2198,十四代,Cesoir105,4.5,2017年9月3日,香り爽やか、どストライクの芳醇軽甘系で巷の高評価に納得
2205,十四代,kazu,5,2017年8月6日,やはり高評価です
2207,十四代,TANACAFE,5,2017年7月20日,飲んだのはかれこれ２年ほど前になってしまうけど、  忘れられない美味しさ
2209,十四代,F.HYM,4,2017年7月19日,今月の十四代は、  ・十四代 吟醸（★4.0）  ・十四代 純米吟醸 中取り播州愛山（★3.5）  ・十四代 純米 中取り無濾過生詰（★3.5）   ほんと美味しいですよね、十四代
2213-1,十四代,モコモコ,4.5,2017年7月15日,飲んだ時は、純米大吟醸かと思いましたが店主が  純米酒ですよと教えてくれて驚きました
2213-2,十四代,モコモコ,4.5,2017年7月15日,ほのかにフルーティな香りがして、かなり好きな味です
2213-3,十四代,モコモコ,4.5,2017年7月15日,本当に美味しいお酒ですね
2218,十四代,ももたろ,4,2017年7月1日,十四代 本丸、初めて飲んだ
2231,十四代,Sakejiro,4,2017年6月5日,十四代と登録しといて、黒龍のが好きだったってオチです
2241,十四代,シンピー,4.5,2017年4月25日,十四代 純米大吟醸 極上諸白  キレ◎、旨味◎、呑みやすさ◎  十四代の純米大吟、さすがに旨いです
2244,十四代,kossy,4,2017年4月22日,美味いに決まってるんですが、価格ほどの有り難みは正直…と僻んでみる^q^
2246,十四代,Takashi Rikukawa,5,2017年4月16日,いつ飲んでも旨いです
2251,十四代,Satoru Ikegawa,5,2017年3月16日,昨年末、先輩にすすめられて飲んだ日本酒
2267,十四代,ワインからお酒に転向,4.5,2016年12月31日,入手困難度からすれば無理してもう一度買おうとは思わない
2274,十四代,Anekopika,4.5,2016年12月3日,飲める喜びで正確な評価が出来ていないかもしれないがうまかった
2275,十四代,ワインからお酒に転向,4.5,2016年11月10日,全体的には軽い、爽やか、薄甘の印象 唯一無二の日本酒と言われるのが納得 これで?2160(定価)は凄いCP  追伸:開けて半日で飲むとあの瑞々しさが消えかなり濃い目の味、香りも消えて至って普通の吟醸香 もし外飲みだとこの味になるのだろう四つ星に評価ダウン  3日目残合位有るが不思議な事に抜栓した直後の軽やかに戻ってる
